;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
298;11051496;11592989;12395114;14568444;15068592;16154456;16921178;17655831;18639566;19813287;20949093;21872451;22678839;24128307;25106072;25740521;27177981;28821687
299;10950912;11697929;12381989;12895427;15109999;15733791;17119311;17433891;18311513;19238207;21175017;21561699;22675513;23261871;24736936;26110429;26980615;27055849
300;10694460;11414583;12397138;12824762;15193624;15716468;17088219;17576279;18211242;19403745;20889651;21555080;22088776;23830857;24924449;25790022;27575974;26972753
301;10725932;11595391;12135962;14527566;15232390;15983790;16510720;17360822;17962926;19393340;20729527;21453752;22795455;23785164;25358628;25632091;28127513;27221244
302;10980034;11443717;11790635;12855081;15381021;15390157;16316476;18029257;18042427;19319900;20457166;20946960;22405803;23517886;25101865;26093237;26937000;28540647
303;10980029;11293689;11784760;14527579;15876639;16145296;16139812;17679639;18538587;19184561;19062135;21396384;23209611;23775832;24155004;26200892;27925613;28205496
304;10985867;11525328;12091573;12498962;15488408;16098669;16421576;17321554;18029199;19188539;20338245;20837150;21933718;23592753;24936420;26335996;27325624;29098513
305;10660897;11578663;11797080;12786989;14741673;16219830;16213083;17596416;19163528;19641120;20004914;21353479;21432946;23991196;25139883;26327319;26945761;28968426
306;11034856;11513822;12112769;12534442;15010538;15670682;16963282;17335397;17487228;19560546;21098213;22237494;21660483;23043904;24321556;25463456;27260337;27289103
307;10684898;11062324;12208637;12590844;14980552;15820239;16574168;17604348;18400520;19429132;20146653;21689762;22751037;22275479;25282616;24993663;27611212;28493807
308;10788717;11588577;12297562;14663178;14976306;16147579;16837858;16831857;18514168;19726640;20620879;20629027;19258375;22114080;24376066;26736910;27374335;28456521
309;11027876;11784445;12364845;12934011;15004812;15737657;17000988;17849346;19146348;19645622;21135253;21144115;21817092;23363414;24185022;25650106;27629705;28958004
310;10978709;11532885;12498747;12595192;15006667;15973144;16420468;17625917;17893110;19490042;20363277;19713300;22033039;24290464;25038436;25662868;26752450;28499144
311;10700261;11682279;12208550;12893421;15110037;16000636;17138177;17275339;18584959;19450694;19932706;21703352;22539841;23399997;24769182;25805695;27208593;27226446
312;11005873;11506543;12230901;12812832;14754824;15961053;16961940;18003255;18480290;19347874;19720385;19833329;21925278;23963602;23990079;26145276;27046851;27921216
313;10817581;11275538;11906230;14597300;15518931;16337110;16890523;17328781;18261931;19001543;19778621;21820308;22613230;24068813;24667015;25662409;25527821;28267750
314;10913328;11550233;12414277;14568505;15246451;15616133;16896957;16434125;18284348;18490028;20520767;20797730;22492754;23202431;23954488;25809404;26180053;27997277
315;10838149;11733723;11906222;14568456;15110008;16032694;16632612;17604556;18628331;19294652;19889846;21368107;22828163;23867350;24038614;25638295;27364483;27011015
316;10800045;11463481;12377158;14673888;15200701;15670693;16932146;17196537;18761038;19637012;19646535;21300869;22425669;24058063;23887806;25514656;26660448;27943516
317;11249801;11580903;12185544;14527594;15275917;16042034;16899397;17507643;18997314;19408165;20484679;22216252;22591109;23269472;23918095;26488289;27173762;28627420
318;10860802;11554800;11907478;12477708;14758364;15964208;16881272;17481399;18056086;19336984;19727748;21282320;22543811;23222657;24768119;25630356;26690807;28512009
319;10860566;11373142;11839861;14640882;15677422;16494260;16307896;17434776;18550622;18381767;20685992;20933062;22993425;23376498;23740868;25910061;27401122;28117844
320;10762504;11133319;12468786;12595207;14647960;15678536;16844388;17828669;18374902;19549821;19833154;21248113;22361169;20604987;24616488;26039634;27697593;28411268
321;10716869;11321614;12353274;12667844;14689508;15800196;16930447;17196398;18310580;19864559;20573463;21677157;22327475;23623628;24804795;26232868;26855120;27997033
322;10967361;11707089;11798275;12771278;15505157;15820363;16808876;17442521;18058090;18806920;20877644;21238433;22443447;23906663;24884791;25598049;26854902;28287964
323;10725890;11795457;11969327;14499000;14741640;15900222;16487726;17375193;18540914;18674871;20153142;21268671;22776653;22538086;24316200;26311775;26780113;29020645
324;11188728;11697928;12102139;14568478;15183394;15953711;17132050;17499635;17573375;19965144;20678490;22066003;22995943;22763152;23307469;26313781;27697662;28298300
325;10930597;11691703;11832220;12592501;15217897;16276121;16765085;18002408;17987064;19073624;20615982;21174609;23175824;23554475;23904464;25988224;27068178;28162778
326;10805705;11303768;12202080;12590845;15010496;15722210;16904344;17030047;17765933;19507159;21194156;20981611;22066586;23362864;24531053;26183338;26912596;28249119
327;10923664;11133316;11751032;12814573;15494729;15601739;16504951;17451759;18305932;19401224;20082333;21232891;22154897;22461299;23563851;25781332;27803320;28917165
328;11043557;11830785;11997687;14527705;15305130;16403183;16503359;17389911;17318831;19386635;20595014;21215728;22764255;23290550;24493840;26190554;27054399;27859925
329;10852964;11737158;12206492;14614811;15006655;16286330;17946426;16718653;17497646;19798637;20084104;21291923;22138125;23345243;23670963;26208834;26844417;28264664
330;10908044;11435940;11818573;12764119;15589113;15862231;16552833;17045491;17999056;20001123;20688479;20379900;21932015;23211928;25313844;25594153;26775225;27091455
331;10713198;11784443;11970801;12880892;15465977;16398587;16214184;17640530;18560059;18729079;20335536;20212004;22672944;23799059;24128735;25762748;27233148;28868623
332;10660227;11532726;12202090;12590911;15195285;15627591;16400154;18045901;18255037;19695234;19733670;21903198;23106734;24156926;24513232;25818869;26514294;29060757
333;10978701;11170817;12481131;14568502;15003765;15978025;16839308;17140674;18279326;19634037;19643187;21559322;21840846;23483904;25186027;25761004;26484382;27815773
334;11752924;11554802;12414261;14642287;15014131;16171288;16781872;17494829;18303973;19409533;20233962;21440014;21997605;23465967;25050853;26107160;25770126;28464974
335;11074868;11305894;16082139;12899251;15707798;16056127;16876436;17987468;18607780;18805666;20644923;21279609;23049695;23039996;24283400;26529314;26111649;27434857
336;11192609;11473928;12498752;12880829;15669754;16234812;16829140;16963184;17924535;19457412;19571734;20937397;22430578;23936212;23460073;25698745;28588345;28387587
337;11506649;11707104;11900104;12725758;15050593;15486988;16979871;17544630;18923027;19028527;21098808;20433241;22037418;23238417;24116841;25218095;27004598;26683171
338;10988041;11704071;11948739;14683697;15013828;16018720;16417974;17475292;19144587;19074979;20962223;21515904;22457459;23778236;24760847;26134642;27449709;27261058
339;10984053;11395019;12221170;12850560;15182320;15929061;17229109;17202232;18805460;19596021;20226799;20566321;21919815;23637737;24595154;26042501;27247416;28666247
340;10972319;11423484;11884359;12559151;15187809;15961050;16766208;17921862;18639469;19457397;19889713;21764333;22325209;24060844;25055179;24938662;27074046;27713000
341;10654655;11707088;11834598;12816636;15202112;15862206;16839292;17375140;17415777;19087165;19651629;21995038;22297661;24021958;24117668;26249266;27423617;28140400
342;10865105;11304080;12387798;12527099;14980577;15831835;16988044;17202254;18325582;19209179;21130224;21254802;23149446;23791838;24648217;25858603;27061065;29137988
343;10962147;11356883;12177214;12880898;15282286;16356329;16979693;17046287;18633843;19250441;19577402;21274987;22832736;23474999;24443396;25776218;26466943;28131862
344;11014192;11477432;12414253;14602358;14670576;15477872;16049191;17476597;18311814;19385991;20415605;20807055;21594872;23314012;25224995;25582407;27113732;28815879
345;10690999;11430815;12414258;14568484;15094463;15814009;16083954;17069771;19163596;19590392;20130181;21272861;22845758;23446906;24657459;25389123;26216736;28829994
346;10713959;11264319;11756669;12714174;15258587;15812320;16473338;17686438;18595740;18342473;20696924;20828623;22496573;23625078;24632091;25552572;27101425;28101523
347;10767090;11707097;11798272;12538410;14615072;15951411;16573858;17632016;18209198;19286465;19756551;21254797;23026954;23376214;24978315;26311760;27608359;28885740
348;10876085;11198706;12160756;14645017;15701221;16350921;16497521;17223188;18489967;19388013;20472070;21262244;22951258;23825657;24769184;24557637;27294673;28860215
349;11402884;11703063;12202088;12634489;15022263;15890534;16343769;17562035;18598769;19015373;20728511;21859598;22563410;23085107;24258969;26019010;26689275;28340213
350;10924667;11467919;11798382;12761675;14741680;15958505;17113931;16904083;18498743;19269334;20432338;21458852;22289808;23473935;24966390;25449742;27324414;28396007
351;10841363;11515754;12395132;12928061;15592780;15791926;17059461;17496794;18817882;19117276;20720534;21305244;22649247;23131525;23784073;25956141;27847305;27473505
352;10925163;11477629;12499854;12729493;15389952;15563723;16859417;17451973;17717657;19159636;20373425;20923963;22534570;24145409;24584331;26111145;26223260;28968851
353;10875899;11516444;12376770;12965228;15597039;16269113;16880131;17449081;18407525;19146655;20600994;21976491;22885059;23477721;24635646;25445055;27374728;28130065
354;10997866;11723277;12418007;14638592;15165356;15878673;16314048;17301186;17851984;19104925;20421469;21604301;22776456;24098378;24887402;26178078;26518728;28070973
355;11204849;11240114;12169251;14687557;15241184;15696282;17356686;17329415;17688963;19321772;20421504;21714750;22613776;23979256;24666126;25847778;27313047;28123033
356;10806026;11479008;12202076;12692460;15094517;16087905;16885426;16774962;18359777;19442869;19777271;21112404;22730514;23277112;25148078;26234745;27006113;28223034
357;10806035;11568539;12009263;14527583;14513267;16142480;16051283;17369509;18387568;19317377;20660746;22255974;22634292;23220414;23408457;25576645;26891875;28626967
358;10996807;11353002;12270641;12948724;14984424;16245070;16961967;17500448;18669482;19707785;19778617;21849241;22367971;22225882;25571530;24993101;26675154;28413708
359;11020220;11134528;11950765;12938124;15488401;15894493;16989558;17014827;18296909;19250866;20433227;21546073;21953980;23372641;24883361;25889338;27926445;27734302
360;10934267;11711895;11944506;12670429;15165351;15938707;16842827;17717701;19015082;19052540;19836416;20888806;22391476;23790741;24582805;26406081;27261927;26643354
361;11077206;11600661;12419130;12638581;14732468;16392035;17011212;17190824;18525138;19446439;20116416;21112405;20696496;24095880;25263609;25642386;26804778;26908636
362;11025507;11431229;12356446;14561873;14984425;15811232;16303317;17481919;19081385;18325636;21175013;20350177;23056613;23864694;24430617;26200252;26569419;28617759
363;10865107;11275483;12004194;14527590;15120163;16330597;16650349;17855055;17964188;19715732;20565443;20146609;21938757;23564211;24456976;25110231;27460154;28899937
364;10679186;11369945;12210948;14686911;15268917;15784440;16934843;17228263;18814120;19210732;21038986;21871533;22465941;23352276;24889498;26106531;26393430;28145480
365;10931578;11477647;12438918;12513942;15072536;15921936;16949839;17719211;17994187;19562631;20980588;21080118;22274135;22359341;24078106;24696182;26843258;28465538
366;10674463;11133323;11955990;12454911;15260962;16129403;16339084;17126910;19163574;19631626;20442045;19666832;22440976;23426655;23988271;25727648;27454009;28314439
367;11002353;11756013;16037664;12703014;15325419;16364137;16416436;17988357;18440896;19034897;20096790;21543181;22638012;23225605;24493845;26337131;25523064;28293971
368;10725183;11180433;12206867;12574485;15451368;15913867;17010645;17236790;17987058;19553435;20579005;21606598;21129823;22610479;24384149;25911582;27311641;29118108
369;10900023;11675657;12032364;12867532;15188866;15660852;16775129;18002729;18790064;18329065;19702464;21742043;22285455;23177656;23563850;24735671;27942450;28418404
370;10634894;11595392;12809080;12507948;15050548;15319311;16638796;17398119;18842891;19582887;20483568;21054920;22136615;24045061;25505319;25946306;27244113;27405332
371;10852226;11599532;12030833;14659499;15701234;15779024;16140346;17274020;18853338;19306854;20138674;22017996;21420319;23756148;25014052;26041830;27005897;28729160
372;10762158;11373135;11880200;12765803;15297629;15935972;16242346;17258892;18406432;19520175;19632335;21772062;22238090;23664618;23962956;25409415;26884544;28376413
373;10994855;11467923;11985636;12853370;15538174;15944229;16192329;17208373;18457504;18819107;20720103;21334443;22459043;23167976;24945664;25593047;26455873;28535411
374;10790852;11533222;12204302;12522199;15130734;16275931;16647271;18209621;18467028;19500158;19413476;21710364;23115166;23410034;24412687;25875000;27650127;28152266
375;10686114;11567623;12202103;14527589;15181366;16217325;17354505;17329469;18072236;19328238;20510862;21636095;23044279;23489143;24639401;25716864;27686111;28757070
376;11064414;11283394;12498744;12667857;14980560;15993627;16473022;17512119;18511693;19530218;20739567;22030268;21945791;23831279;23535179;25632073;27259062;28431292
377;10758146;11431170;12582085;12559652;15542241;16102542;16513567;17045490;18367612;19351572;20633664;21109007;22952849;24446548;25068669;26216276;26059634;27986606
378;10978687;11598329;11969330;12825899;14692913;15820629;16303318;17634378;18160225;19449373;20091792;20716396;21382966;23414211;25032963;25770039;27343698;28122876
379;10645748;11488901;11867247;12887983;15291721;15787715;16529950;17310287;18614038;19135087;20179754;21603892;22381514;21925720;23482622;26069906;27172845;28661940
380;10884067;11352627;12167262;12637302;15068589;15721182;16251213;17570347;18979380;19776365;20863391;21035430;22682757;23901117;25253845;26152321;26334948;28365420
381;10739597;11726774;11924891;12876150;14725640;16087447;16628608;17460074;18619668;19423680;20658818;21115229;22858417;23519971;25328847;25239478;27313976;28153640
382;10846167;11595102;11906226;12507440;15020103;15670685;16881269;17885601;18345982;18661505;19309293;20350058;22393220;23099101;24650596;26582792;27257784;28544983
383;10701752;11846909;12419129;12589886;15325382;15862230;16806983;17097072;19015114;19596123;19642886;21719430;22617829;23376475;24659451;26255675;27321999;28521241
384;11506648;11168545;12112773;12902019;15014103;15686577;16525800;17615131;18778781;19922553;19925197;21743159;21693491;23850105;24120443;26408732;27524674;28216431
385;11162757;11734855;12139955;12948736;15068599;15588613;17946438;18056550;17919869;19552652;19554559;21437717;22524545;22994937;25552613;25528286;27239972;28114479
386;10966180;11467917;12099486;14655930;15102907;16106488;16473025;17649909;19036981;19472026;20303392;20666600;22093438;23932915;24977055;25220215;27598534;28720550
387;10683847;11593260;12203759;14568495;15073538;15593269;16647577;18056543;18514545;19426815;19913621;21408006;22539574;24171045;25355207;24982263;27690528;28182906
388;10791683;11523277;12499486;12906247;15560714;16119241;16343950;17583991;18410362;19788575;20437601;20688174;21334099;22519425;24983819;25825813;26558615;28161031
389;10725387;11595101;11739265;12880833;14741309;16197687;16735951;17070072;18583050;19132612;19631757;21957240;23055489;23979259;25184336;25123110;26078385;28494105
390;10837246;11304075;12377163;14683718;15528090;15850725;16919481;17222433;18395472;19345268;20385914;22105246;22644759;23740734;24741031;25652023;26739033;29216861
391;10913329;11738036;11893880;14568503;15488247;16054844;16635578;17707444;17490992;19434603;19631756;20882581;22000597;23729929;23183711;25409111;26136107;28948064
392;10983936;11506550;11848715;12574475;14964560;16038681;16400153;17218478;18077520;19415166;20463232;21957257;22032948;23353029;25083928;26395403;27415603;28624581
393;10674494;11695953;12086716;14725924;15200703;15691521;16963565;17315224;17979120;19485616;20739343;22256227;22332133;23801242;25270034;25691253;27498135;29208714
394;11506652;11697946;12110956;12858037;15050588;15795808;16946162;17291783;18599179;19507156;20881128;20922809;22425598;22583916;24052240;25919291;27472504;27866269
395;11002354;11278198;12191459;14607175;15601519;16055787;16427738;17710201;18788652;19150518;20362418;21338697;22355391;23378215;24753026;25284272;26880358;27522069
396;11113222;11180426;12114001;12620313;15001776;16019236;16462592;17202543;18539047;19273460;19413481;21827788;23029329;23825583;25199464;25637772;27870866;28921740
397;11108630;11773433;12111939;14680638;15528083;15922168;16777435;17217921;18181784;19199400;20620213;21399706;23284874;24040925;24583040;26132286;27357671;28612935
398;11096335;11167053;11839836;12884357;15322270;15800188;16738254;16806312;18760631;19321653;20176690;22147314;22794269;24007872;25341453;25281280;27345596;28249187
399;11027878;11673329;12377154;12667722;15102894;16023040;16520330;17157534;18843114;19084070;20156575;21512875;22732507;24174913;23686398;26057359;27018508;28499558
400;10932271;11334290;12202077;12826974;15098128;16125330;16828542;17606661;18174505;19049883;20888847;21391251;22306089;23925710;24562867;26018874;27264964;27863445
401;10960609;11606687;11798278;12668237;15588277;15652307;16503328;17408972;18598768;20007783;20649745;21676001;21896494;23063450;23286466;25056572;26901644;28430044
402;10913321;11335694;12368476;12948709;15200705;16597768;16284946;17204295;18094962;19336793;20039023;21126990;22262824;23935182;24108794;25808371;27358453;27539487
403;10869575;11239713;11802175;12802176;14765137;16275930;16956773;17306989;18329293;19390047;20933374;21736454;23251653;23533640;25225000;25460498;27027543;28203531
404;10860790;11133312;12232684;14597297;15486304;16102237;17179865;17079042;18656462;19095230;19879262;20732899;22394402;23911353;25142296;26336910;26515905;27692920
405;10680824;11506540;12477938;12457759;15589111;15936179;18985097;17157401;18838037;19620724;20694501;21394853;22377511;22287197;24532392;26272240;26129898;28431987
406;10908676;11369947;12165355;12469132;15183395;15852467;17167192;17892394;18580578;19415407;19004526;20864288;22076444;23085111;24960423;25659503;27625311;28777830
407;10746605;11587892;12136064;12803969;15531742;15736981;18985126;16797758;18956461;18996910;20385808;21976525;22481337;23916537;24933580;25359589;27535770;28719572
408;10636145;11502357;12112770;12571116;15217392;16356324;17027486;16944483;18982612;19027762;19915091;20350187;22765637;22878845;24973117;24313336;26696298;27785699
409;10669517;11501731;12414260;12874501;15281140;16046147;16556505;17686634;17394212;19083151;20392942;21408008;23112826;22875866;23552077;25882288;27083529;28610849
410;11099827;11804231;12499856;12784271;15050597;16290108;16529627;16953339;18573512;19384602;19650139;21321398;21983057;23835103;24841112;26402840;26253525;28140398
411;10860788;11254478;12456913;14511835;15165357;15722209;17135421;17071110;18437279;19306870;20452445;21640192;22065863;23211563;25253863;24807470;27238550;27826081
412;11117499;11697927;11906703;14568475;15183391;15993859;16600863;17804619;18685833;18711709;19957268;21865480;21823207;23907544;24464717;26347227;27801645;29201543
413;11112400;11224550;12030819;12773496;15010111;15588608;16404736;17363278;17916656;19288464;20881127;21625492;22910460;23859650;24194577;25688096;27298301;27683425
414;10875905;11378891;11976394;12842716;14703573;15889548;16303148;17638319;18937119;19264141;20702791;21771663;22475505;22761307;24821182;25253050;27167404;28114022
415;11027241;11477679;12088086;14642473;15006043;15978840;16979350;17898151;19015094;19349314;19443622;21296649;22715374;24391871;25118071;24464944;27263507;29216847
416;11105714;11356489;11960892;12757912;15183384;16135630;16280465;17559542;18250083;18804540;19781579;21159352;22427134;23684875;24960046;26737522;26707716;28746335
417;12027041;11182098;12409175;12667852;15109998;16221854;16769225;17223579;18573510;20014654;19320548;21557650;22623757;23544413;23864066;25961591;26918586;28915367
418;10792453;11133324;11969318;12631563;15046728;15907300;16413093;17618656;18182374;18502730;19549622;21483699;22446375;22422724;24889618;25682348;26754787;27859936
419;11134389;11385009;12504288;12880821;15358963;16177032;16596618;17596409;18568349;19173422;20574764;22079661;21933719;24086358;23881872;26494756;26503586;28483720
420;11192634;11677399;12408855;14511531;15538193;16033933;17027390;18985118;18691907;19321317;20686304;21763430;22120108;23637175;24888442;26110891;28269013;26843004
421;10781909;11146492;12151781;12814544;15707799;15904540;15987880;17852197;18973585;18510442;20725915;21452937;22024484;23598903;25003950;26250852;27793445;27773827
422;NA;11750184;12482074;12954871;15288993;16173531;16950986;17671782;18372289;19579091;20600985;21879799;22245014;23937182;25117603;25950427;26776080;28658048
423;NA;11673327;12377143;12566291;15217895;15993537;16845593;17405190;18547254;19132619;20097609;20117764;22727762;23147237;24595265;26231911;26725693;27923474
424;NA;11388420;11970782;12578977;14998701;15560968;16504540;17588725;17909772;19347877;20620212;21559468;22393013;23954868;24975023;26226078;27466342;28889002
425;NA;11240107;12112766;14527539;15240435;15588616;16816231;18088279;17716695;18570205;21083626;21729758;22036675;23643144;24582919;25589667;27417206;29259546
426;NA;11422722;11866268;14502083;15188865;16275810;16784724;17715196;17598145;19016606;20303069;22036180;22492529;24155321;25251564;26441356;27073701;27575853
427;NA;11247659;11595262;12823480;15488396;15858420;16342273;17949920;17698081;19007893;20220020;20660534;22451345;23993362;24315840;25268683;26778128;27690125
428;NA;11550243;12352609;12796223;14972372;15709808;16881266;17978030;18724253;19170662;19632339;21483767;22387168;23298715;25278367;26148135;27466625;27614769
429;NA;11311865;11891828;14527591;14736578;15753040;17004945;17185003;17894398;19010423;20026227;21175614;22154962;23497788;25152237;26072517;26589334;27751943
430;NA;11222456;12499485;14523094;14745466;15734343;16175414;17873682;18329904;19434621;20393270;21492080;22369994;23261663;23576810;25911123;27301353;28573655
431;NA;11697931;12191450;14683724;15050595;16543703;17183636;16467562;18342544;19747163;20598927;22256283;22348885;22461278;24677490;25649223;25891375;27683006
432;NA;11707082;11798391;14527572;15528113;15925195;16988033;17188515;18208932;19357342;20638303;21826481;22113213;22968816;25255982;26393485;27371764;28232170
433;NA;11322979;12230898;14527574;15589156;15694318;16854597;17634095;18684663;19805828;20162490;21377797;22387167;23993991;24183499;25976926;26993820;28552781
434;NA;11672622;12112772;12880796;15006659;15920499;16079244;17312090;18633854;19048446;20670653;21937798;22395206;23103517;24718308;26456114;27253770;28992273
435;NA;11588585;11924878;14655931;15486531;15758195;16529955;16934301;19378881;19023125;19823984;21752790;22264198;23554494;24582597;25564288;26721760;28445839
436;NA;11133308;12431754;14568462;14964566;15701240;17020747;17156923;18590730;18771673;20127873;21391249;23074247;23473886;23980899;25799236;27639117;27614768
437;NA;11283986;11771981;12753959;15597043;15705612;16904911;16806548;18191150;19446795;20237799;21382353;22023051;22760337;24291729;25197013;27600277;27510328
438;NA;11677066;12402040;12824764;14705039;15769494;17074944;17989285;18365029;19371787;20231475;21111828;22114875;23357116;25570832;25555505;27540763;28077716
439;NA;11459880;11856537;12814379;15669752;15459076;16466935;17223190;18954473;19533753;21050725;21051193;22140195;23333471;24338901;26037055;26624257;27794690
440;NA;11804760;12052530;12880794;15006041;15741749;16488843;17563353;18387821;19287322;20456660;21547482;23136408;23418428;23689949;25613986;25869863;28476573
441;NA;11496134;11930123;12611944;15142955;15811240;17201784;16779798;18644454;19631088;20299076;21981803;22213786;23548794;25761281;25936551;27082832;28163122
442;NA;11683908;12165401;12902398;15338730;15660647;17069484;17239915;18555700;19199404;19823988;21554967;22357634;23648137;25139726;26391305;27469315;28398590
443;NA;11525338;11971111;12595182;15268927;15850722;16339086;17172552;18330705;19264142;20709038;21720110;22203319;24204562;23171614;24488957;27080062;28377158
444;NA;11467915;12133565;14568473;15475949;16302099;16611797;17223091;18240321;19470528;19646536;21073548;22060011;22840762;25071182;25705798;27995988;28631005
445;NA;11525336;12111945;14502075;15381714;16081741;16842976;17762713;18581342;19291529;20153150;21705195;22226599;23142268;24501355;26073417;27260637;28210783
446;NA;11305900;11798266;14561459;15082152;15967322;16863694;17351083;19072906;19350562;20417713;21954949;21748797;23523804;25253846;25573670;26690805;28652290
447;NA;11222972;11921055;14561118;15488399;16213690;16791099;17698372;18054173;18823255;19585588;21549721;21258093;23937482;24188808;25390201;27501391;29213110
448;NA;11333362;12202078;12559655;15488424;15800201;16466933;17646512;18722517;19812331;20060961;21047644;22450049;23407973;24905285;25496329;25576538;28533402
449;NA;11313298;12136383;12531463;15370896;16298112;16624581;18030085;18060812;19232023;20674274;21633398;22233778;21799211;26106524;25546072;28324983;27932507
450;NA;11698132;12181004;12725761;15058477;15718370;16023686;17134915;17406646;18760369;20973710;21182966;22679514;24021855;24621958;26599542;26407815;28391032
451;NA;11525327;12353244;12724176;15076743;15904548;16632202;17451902;17638594;19167811;21144998;21352930;22133286;24110132;24033438;25196948;27786301;28444083
452;NA;11340222;12475506;14568485;15072671;15864563;16513147;16818474;18056224;19481163;19705330;22049410;22720054;23427301;24229849;25338633;27671651;27651540
453;NA;11261506;12145636;12754361;15546983;15804721;16603387;17157917;18400397;19350547;20725914;21933616;20961663;21983479;24656916;26048619;26076833;27753106
454;NA;11171911;11750903;12731102;15130588;16005247;16632333;17476072;18195362;19433442;20006718;21168511;21666128;23806136;24970023;26123373;25445839;27889814
455;NA;11305902;12482095;12672539;15025057;16216687;17159116;17270466;17504782;18929439;20478319;21983436;23044088;23747083;24123508;24682187;26585095;28581478
456;NA;11725857;12377161;12948717;14761031;15958738;16611823;17395757;19015097;19100840;20179758;21676092;21391262;23721723;25438046;25192244;27857886;27910126
457;NA;11707094;12202094;12676064;15275926;16094153;16412994;17567775;18937781;18752404;19837182;20821063;23366837;23020899;24214215;26125559;26996082;28430039
458;NA;11750889;11979567;12965044;15193585;15716306;16427613;16671081;19064878;19255044;20974160;21799115;22063904;23535453;24290886;25650137;27466328;29087940
459;NA;11527277;11988343;12414075;14993116;15993856;16510734;17351074;18177676;19176822;20529736;20884358;21643732;23577096;24398265;26216564;26988654;28780430
460;NA;11230094;12126506;12627164;14960344;15808976;16837597;17804811;18207441;18711708;20616126;21381822;21709175;23728081;24452776;26538642;28850529;28891512
461;NA;11577229;11958958;12917391;15232287;15800041;16720945;16844722;18329671;19673738;20627366;20350171;21922599;24052613;25539036;25662837;27063060;28917664
462;NA;11697945;12377160;12752798;14728923;15939883;16445991;17468751;17913237;18547821;19303594;21321573;21914634;24375000;24999040;26233859;27001827;28285552
463;NA;11352614;11640935;12815688;14702252;15342430;16506011;17405670;18543368;19457392;20219998;21035785;22915118;23715092;24837210;26736890;26956994;28092785
464;NA;11590651;12377153;14642464;14973320;15654860;17059932;17094117;17948888;19409935;20521489;21931652;21429685;23290482;24146315;24788334;27574316;28441460
465;NA;11704079;12242341;12706224;15110014;15949653;17946025;17202544;18489966;19361562;20670979;21292243;22659478;23735261;23097310;25037587;25217470;28735078
466;NA;11679302;12582064;14616927;15453978;16051173;17946448;17098446;18368576;20092581;20215749;20699123;22868934;23916391;25165974;26190403;26661192;28922858
467;NA;11477642;11771977;12591582;15539775;15647494;16904913;17825582;18534868;19457365;20546987;21715640;22745788;24304438;23547242;26413511;27030764;28375205
468;NA;11562505;12414279;12752479;14704211;16039570;16142781;17298595;17925295;19964721;20132831;21531384;22808169;24040190;24651705;25798570;26858213;28334998
469;NA;11711238;12498743;14683732;15195289;15797557;16541457;17431063;18583155;18796542;21097307;21324004;22306088;23583968;24626638;26245316;27591399;28729161
470;NA;11525339;11879658;12457757;15312817;16162427;16983092;17466401;18455373;19963734;20231262;20533563;22591861;24236354;24356105;26235442;26908322;29117928
471;NA;11697941;12009261;12925284;15377736;16176365;16616721;17589310;19294597;19165880;19883771;20236568;22227141;22125269;24067301;26655739;26818501;27003140
472;NA;11586061;11906240;12802182;15156150;15703258;16530843;18985119;18466684;18698134;19775703;21446035;22250818;22674638;24815217;25620526;26648404;28807795
473;NA;11522964;12377175;12667840;15193588;16157435;16678926;17407505;18349055;19840036;20430103;21382559;21936743;22368086;24576686;26144967;27378333;27817301
474;NA;11483143;11960893;14585751;15554130;16207891;17144928;17629502;18094295;18752400;20567521;21767584;21438075;23558103;24588533;26025759;27504262;28108495
475;NA;11241690;11848704;12843299;15601523;16330766;16504223;16855007;17826940;19233711;19962859;21515386;23022432;23847120;25685705;25481542;27843696;28215391
476;NA;11160520;12499842;12814572;15503329;16060826;16413798;17714017;18852681;19664531;19854215;21040695;22102548;22743280;25054914;26381168;26809268;28760026
477;NA;11287379;12202102;12787459;15174452;15758183;16504970;17942736;18275340;19704080;20417032;21391767;22172578;23357076;23913754;25278250;26216941;28169323
478;NA;11713630;11929574;14607172;15269960;16219831;16814264;17275613;18592230;19457398;19646539;21315158;22844462;24107763;24355483;25372664;27784013;28320654
479;NA;11506532;12429401;12729494;15050587;15955507;16458592;17077160;18093845;19446454;19931402;21714745;22041256;23153968;25359489;26737187;27621193;27612435
480;NA;11698133;12145327;14527587;15003178;16056135;16282202;17135464;17874333;19490514;20006717;20729396;22406414;24040207;22987790;26504353;26838358;28916630
481;NA;11296095;12414278;12855357;14710002;15741465;16782207;17303439;17945511;19964463;20733346;21677166;22120754;23055081;23921439;25713366;26561939;28502843
482;NA;11467916;12042183;12725774;15193629;15820232;16765449;17979797;17651704;18976696;20186953;20529416;23223302;23864316;24739875;26934420;27843701;28536046
483;NA;11750185;11850635;12742672;15601516;16099368;16854945;16908493;18976641;18922628;19769994;21664278;22687465;23997363;25158673;25904801;26386395;28629975
484;NA;11527274;12414281;12762871;15221820;16310107;17011214;17428686;18592043;19324533;20053431;21350872;22271019;24259568;25464921;24142842;26011184;28939388
485;NA;11369403;12402258;12902390;15456705;15809512;16624578;17400479;17652468;19665104;19822601;21762881;22715977;24154602;24814725;25358673;27729529;28523216
486;NA;11114477;12099487;12836912;14741656;16325382;16989552;17498811;18345979;19880036;19811779;21168516;21980020;23859647;24436072;26446224;27019066;27233784
