;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
832;NA;NA;NA;14738289;15178176;15699384;16671052;17658555;17598164;19097247;20553895;20848253;22378166;22417767;23463339;26182424;27727243;28458022
833;NA;NA;NA;14641558;15073532;16027012;16242967;16928890;18703319;19409224;20570738;21601432;22332805;22089142;24573291;25557224;26612608;28284986
834;NA;NA;NA;12628177;14755839;15956940;16460960;18985117;17964812;19605649;19783578;21195392;21876545;23741621;23482621;26076493;27109623;28647484
835;NA;NA;NA;12946085;15115812;16168731;16414280;17716919;17931891;19258022;20708906;20980303;22365747;23236077;23231650;25799919;26545618;28733357
836;NA;NA;NA;14568448;15091347;15592465;16908869;17334210;18509023;20053105;20045067;20951664;22291990;23031747;25008001;25546484;27082044;28802988
837;NA;NA;NA;12457762;15121233;16289801;16413792;16941092;18560109;19751546;20418447;21745006;22330316;22610393;25065732;26175008;26865619;28448504
838;NA;NA;NA;12531465;15225144;16477088;16828565;17027134;17494060;19371760;20855051;21492743;22277595;22275168;23973408;25585276;27339647;27699879
839;NA;NA;NA;12546826;15099414;16286445;16875843;17880400;17936016;18972392;21150057;21134469;22841989;23895223;24535101;26378725;26775192;24420764
840;NA;NA;NA;14625557;15598546;15610941;17062399;16837057;19074015;19750227;20943318;20669167;22503093;23785161;25350139;25929599;26700110;28232191
841;NA;NA;NA;14555953;15232304;16306271;16944115;17160371;18296071;19577551;20519541;21305666;22079451;23842600;25246569;25678478;27220041;27744289
842;NA;NA;NA;12593802;15076744;15678550;16805929;16761270;18479670;19192464;20087841;21135719;23123788;23555037;24453318;26900567;27422169;28699334
843;NA;NA;NA;12725767;15068916;15817643;16151180;17190970;18524629;19190484;20615473;21451019;22732558;22522975;24973602;25685709;26845110;28828204
844;NA;NA;NA;12880831;15068914;16112589;16427128;17909128;17932973;18823252;20116955;21300399;22390467;22250290;24701569;25825812;27364473;28422976
845;NA;NA;NA;12902838;14694454;16199830;16095920;17543896;19052211;18817883;20080877;20802090;21421732;23743135;24629094;25485743;26343317;27386919
846;NA;NA;NA;14606680;15006661;16177908;16721614;17714006;18539249;19368857;20495254;21783174;21680844;24224044;24662580;25850139;26831638;27090803
847;NA;NA;NA;14527621;14760810;16243051;16490365;17412567;18585061;18550593;20105435;21474509;22564482;23477839;24513233;26483213;26037220;28389384
848;NA;NA;NA;12880802;15200706;15996898;16673147;18633822;17950625;19501656;20871983;21150912;22748628;23392532;24154824;25803273;26778471;28733941
849;NA;NA;NA;12595178;14980565;16337921;16686653;17336502;18045013;19964568;20959510;22072682;21765181;23216771;25443066;23978654;27062270;28525569
850;NA;NA;NA;12960368;15528110;15808973;16125977;17698699;18338245;19653893;18977524;21511563;22321875;23313011;24309584;26459989;26786151;28161387
851;NA;NA;NA;12880907;14728924;16084739;16720942;17220731;18592223;19523766;19539998;21761688;21749635;24089404;23798325;26481187;27503892;28294714
852;NA;NA;NA;12589883;15120536;16269101;16525051;17689103;18790065;19358006;19926457;21897305;22270355;22982586;24683509;24501382;26933255;28081175
853;NA;NA;NA;12629232;14706466;15973145;16780808;17383999;17895916;17963998;19957266;21984928;23366857;23308252;24614074;25971601;28030543;28715908
854;NA;NA;NA;14642469;14570819;15488911;16515772;18271738;18370596;19172633;20673366;21987501;22617632;22110002;24392896;24837443;27645501;28666879
855;NA;NA;NA;12948690;14523078;16226467;16762940;17452288;18981933;19996077;19833790;21516182;22232410;24055206;25446003;26502787;25577575;28660250
856;NA;NA;NA;14614814;15528114;15978019;16096816;17499485;18572984;19680553;20709150;20888922;22395084;24071571;25151190;24923987;26679926;29057523
857;NA;NA;NA;12711934;15146191;15820643;16696558;18033886;18579411;19247900;19945536;21435563;22960149;23902786;23225581;24471481;27845034;28652967
858;NA;NA;NA;12828789;15054060;15706236;16716825;17536970;18550763;18823231;20494627;21933287;22483077;22482695;24954829;26551661;27448530;29077964
859;NA;NA;NA;14642482;15506831;15621378;17946770;17482837;18753378;19608365;20117145;21391245;22608155;23571693;25190643;24824770;26581945;27714550
860;NA;NA;NA;12733522;15876620;15694694;16528186;17290435;18501544;18973818;21051928;21492880;22415740;22999654;23982589;26295336;26794640;28292705
861;NA;NA;NA;14568510;15459025;16087352;16702003;17547582;18695154;19218875;20186956;21308886;23155450;23744655;24666132;26436901;26334020;28411155
862;NA;NA;NA;12565688;15589108;15934786;16951568;17427267;19050462;18041738;20226769;21259389;22360624;23313402;24194580;26509775;27522872;27873557
863;NA;NA;NA;14625462;15182847;16185359;16513368;17097275;18762059;18510449;20300040;21185518;22326384;23380168;24920379;25355487;27102544;28321973
864;NA;NA;NA;12486265;15489267;15652322;17015076;17610659;17936014;19259973;20035885;20336656;22156723;23678104;25459409;25591421;27825901;28093359
865;NA;NA;NA;12507454;14755671;15936955;17001274;17585887;18211243;19278671;20416863;21444827;22846335;22349799;24168218;26480841;26799679;27677943
866;NA;NA;NA;12913328;15275915;15670705;16096783;17507573;18758379;19826471;20538772;21671743;22362395;23991064;25239610;25085721;27631541;28185950
867;NA;NA;NA;14652101;15109993;16135867;16951408;17376706;18296073;18930182;20625430;21324336;22407055;23046830;23482626;25773639;25150283;28025017
868;NA;NA;NA;12714230;15533557;15978839;16759342;17558500;19163965;19453626;19837179;21794103;22307594;24057280;24661170;26354161;26934715;28401835
869;NA;NA;NA;12599280;14739418;15827999;16625350;17880900;18068954;19822942;19758599;20602286;21919562;23666554;24531050;24964917;27383603;28557508
870;NA;NA;NA;14659822;15056518;15780849;16554508;17911372;18768725;19426814;19556348;21147235;22761766;22076792;25404336;25962067;26232987;28716966
871;NA;NA;NA;12928060;15272140;15651051;16289721;17266104;18947356;18992072;20434468;21497628;22036801;22359406;25108425;25911128;27809791;28132013
872;NA;NA;NA;12718866;15333368;15590732;16683171;17230052;18434199;19856451;19804445;20521861;22217336;24204845;24381372;25583608;27583659;28234207
873;NA;NA;NA;12873752;15094490;15342440;16938470;17553466;18667293;19073806;20696386;21747835;22681317;23084608;24800897;26220745;27012498;28552670
874;NA;NA;NA;14614810;15528106;15811595;17212541;17398080;18211237;18835480;19709652;21681221;22412928;23218565;22847930;26424878;25995310;28865310
875;NA;NA;NA;12960757;15601517;15721998;16292319;17307790;17948883;19571143;20051708;21562280;22687958;24312550;24725071;26142072;27764124;28660701
876;NA;NA;NA;12757897;15305129;16027011;16603134;18093949;17460617;19699287;20801766;21294021;22271786;24161536;25316238;25937240;26755768;28203528
877;NA;NA;NA;12679298;15275918;16084069;16507300;17899607;18335036;19767672;20122902;21111052;21183457;23886984;25012141;25913702;27622399;28657552
878;NA;NA;NA;14673804;15381866;16168736;16356737;17204821;18596607;19376240;20618816;21295015;22900003;23562793;24268723;25980483;27504609;28762475
879;NA;NA;NA;12913213;14705125;15975828;16309846;17913994;19001252;18728197;20660731;21267461;22189657;23318125;24872557;25451475;27693343;28235422
880;NA;NA;NA;12731002;14747744;16280984;16877661;17274023;18329633;19480985;20303070;20970507;21391272;22113948;24607883;25139625;26371337;28411527
881;NA;NA;NA;12718865;15506871;15652313;16494685;17301673;18433807;19135767;20634975;21575209;22917678;23435213;25117824;26129732;27452804;28100742
882;NA;NA;NA;12706214;14600780;16208455;16275140;17202476;18006221;19490081;20382643;20692350;22715371;22986224;24440411;25113601;27537490;28108257
883;NA;NA;NA;12784119;14980562;15955504;16001441;17375135;18221891;19333398;19879365;20869450;23092980;23701399;24607222;25332108;27217106;28580681
884;NA;NA;NA;12948694;15072672;15876503;16899731;17936582;17963797;19015088;20664231;19782435;22341731;23059859;25172182;26351094;26049083;28833940
885;NA;NA;NA;14573533;15179028;15677350;16456825;17920023;18620066;19494142;20554160;20736071;21333979;24056536;25159473;24135773;26711857;28515288
886;NA;NA;NA;16222112;14716015;15955495;17406247;17516802;18585932;19303449;20410363;21148612;22922368;23679098;23585519;26245713;27194378;27664959
887;NA;NA;NA;14584560;15050551;16197682;16901521;17157035;18346998;19437053;20398771;21111830;22572644;23998453;23450811;26638823;27064734;28598734
888;NA;NA;NA;14511805;15050561;15964209;16981870;17522324;18157862;19833962;20421953;21300940;22401987;23642468;23946002;27070003;26626612;28821678
889;NA;NA;NA;12800256;15219612;15814441;16586541;17360498;18495886;18636549;20513815;20801897;22805228;23683790;24872562;24878895;26674059;28199713
890;NA;NA;NA;12628176;14998712;15984011;16798015;16990437;18675995;19619181;20571785;21997421;22277668;23802125;24332795;26086934;26343322;28294478
891;NA;NA;NA;12955383;14990241;15808978;16516248;17010573;18831642;19279244;20603148;21782354;22782542;23458090;24076766;26237321;26920223;28323817
892;NA;NA;NA;12708533;15320953;16055351;16079793;17178235;17712786;18219622;20122966;21228156;22726841;23103631;24513403;25799431;26690589;27187170
893;NA;NA;NA;12545286;14679386;15728651;17012294;17161626;17531310;19490031;19782696;21807415;23145138;23769997;23307638;26149734;26063438;28385875
894;NA;NA;NA;12915252;15175090;16276507;16112875;17371902;18042495;19398301;20452441;21841148;22849403;23300385;24293161;25766522;27133526;28899743
895;NA;NA;NA;12595179;15560325;15238434;16401423;17532135;18053745;19348794;20382175;21912687;22476609;24051621;25519874;26235800;27783066;27926629
896;NA;NA;NA;14725932;15204327;15694331;16894122;17395491;17996463;19129391;20421978;20697829;22766163;22987333;24682502;25785844;26522424;28179478
897;NA;NA;NA;12616082;14614108;15607294;17520613;17681357;18320179;19512976;19673914;21163276;23055513;24102387;24489875;25680521;26392220;28932680
898;NA;NA;NA;12880918;14618287;15784439;16108019;17359640;18465424;19884604;20004723;20127942;22987675;23727664;25505337;26143305;27661198;29050393
899;NA;NA;NA;12832555;15452295;16054343;16928869;17346967;18633846;19250662;20497705;21571075;22728131;22996045;24188171;25917749;27806865;28552783
900;NA;NA;NA;12667851;14754779;16518010;16757183;17412845;18504037;19490086;20060111;22153378;21995446;23774122;25107855;25931795;26234803;27779778
901;NA;NA;NA;14642483;15456816;15931055;16637851;17644001;18771737;19907203;20302947;21306660;22451349;22885679;23927901;24656506;26739226;28707570
902;NA;NA;NA;12937084;14984681;15887056;16716388;17401515;19015083;19422921;19732840;21677158;21809417;23734238;24835179;26367059;26577136;28506485
903;NA;NA;NA;14586163;15635514;15523610;17946035;17101844;18183443;19761930;20457261;21356316;21945867;23308286;24946317;26632913;26861167;27622781
904;NA;NA;NA;12771571;15193593;15728761;16624588;17272960;18976951;19189286;21135219;21419788;22634217;23416537;24612493;25673851;27193838;28708977
905;NA;NA;NA;12667836;15601524;15627579;16330503;17011704;17904386;19645951;20035830;20228138;22427133;23789919;25246750;24904065;27170428;28338791
906;NA;NA;NA;14622588;15193623;15563722;16490367;17603027;18313858;19631255;20505126;21720241;22644868;23383244;25328840;25976028;27116347;28914498
907;NA;NA;NA;12538411;14749289;16301783;16478667;17488205;19036975;19194794;20190005;22114283;23144995;22591950;25044370;26499258;27427940;28045309
908;NA;NA;NA;12625466;15337656;15652319;17055981;17553119;19146235;19109984;20361894;22567054;22113155;24050219;24647945;25555264;26837851;28440815
909;NA;NA;NA;14527603;15601603;15788514;16806838;17651008;19052210;19533111;21135324;21281093;22750056;24376780;24875143;25938430;27314047;28554066
910;NA;NA;NA;14511533;15115795;15955481;16688852;17284191;19148369;19828729;21031296;21533737;22465843;23428568;25612894;25268114;27841268;27898342
911;NA;NA;NA;13680027;15050591;15954141;16546081;17920821;18241912;19651111;20147535;20850240;21470391;23312790;24475211;25861157;26639452;29119693
912;NA;NA;NA;12716950;15183385;16051547;16112877;18633807;18560146;18564039;19572308;21620455;22386967;23850598;25045065;25845482;25595179;28118278
913;NA;NA;NA;12962908;15025044;15670699;17000593;17643341;19146343;19164537;21040240;20478834;22831959;24089504;23051901;24728838;27549758;28865283
914;NA;NA;NA;12781733;15268921;15826978;16165102;16497278;19091088;19782657;20517943;21358641;22006094;22287085;24345179;25698743;26348555;28290265
915;NA;NA;NA;12814578;15229057;16373577;16122946;17714373;18820694;19047075;20034582;21354189;22217726;24132980;25514753;26550990;27432990;28991914
916;NA;NA;NA;14512835;15738913;15862225;16738490;17617382;18424988;19647038;19823959;21980405;21943047;23562867;24472878;26402612;27093945;28177082
917;NA;NA;NA;12598634;15046080;16189475;16750396;17133393;17916330;18809406;20071019;21664275;22767930;23841967;22458561;25623806;26481327;27739608
918;NA;NA;NA;12640459;15193618;16001111;16275141;17495173;17931889;18830859;20067342;20350184;22079507;22345370;25481470;24942135;27611960;28132858
919;NA;NA;NA;14642466;15050573;15297366;16619123;18079289;17850241;18823238;19400679;21339087;22267184;23562770;23482624;25632152;27061771;28259723
920;NA;NA;NA;12507693;15164897;15788758;16600448;17457883;18648924;19414310;20071117;21726553;22579495;23485131;24359970;25728012;26991044;28594097
921;NA;NA;NA;12679293;14981255;16217042;16325341;18186580;17916328;19450613;20488680;21447325;21942763;23351848;25046210;26106528;27312746;26733531
922;NA;NA;NA;12953301;15193584;16269096;16959497;17407825;18424775;19631540;21199608;22038714;22524266;23201367;24880954;25837719;26364863;28320846
923;NA;NA;NA;12880836;15006681;16317339;16499759;18028117;18784267;18992759;21109080;21703286;22870240;23922740;24374076;26160288;25543869;28284798
924;NA;NA;NA;12953304;15343334;15733787;17069473;16761271;18382271;19625521;20435051;20382629;22516367;24155323;24732956;25468172;26979966;28654359
925;NA;NA;NA;12777344;15389937;15852385;16473449;18056239;18923401;19388103;20052727;21382385;22114079;24366141;24157401;25452578;26598791;28395165
926;NA;NA;NA;NA;15494184;16055056;16226893;17476000;18457503;19651401;19825394;20691274;22728617;23604572;24657876;25346487;26971472;27986636
927;NA;NA;NA;NA;15094802;15876660;16778890;18057197;18706507;19577650;20096269;20723605;22357395;22807338;25269448;26594619;26987932;28855297
928;NA;NA;NA;NA;15094489;15934062;16647272;17934448;18508220;19015369;20033675;20977940;21643733;23416146;24342740;25770199;27020140;28831531
929;NA;NA;NA;NA;15330718;15961048;16099680;17019406;18511125;19474124;19929756;21984582;22161969;23852365;24966373;25420255;26505301;28976039
930;NA;NA;NA;NA;15570157;15820646;16387647;17574873;18550762;19616296;20695685;20146606;21568643;23643464;25285453;24122138;27542724;28489500
931;NA;NA;NA;NA;15202104;16337922;16753205;17560130;18463186;19428389;19923840;20617892;22305051;24013130;24862072;25945779;26307356;28237612
932;NA;NA;NA;NA;15707794;15798307;17164663;18002724;18603230;19481162;19580381;21723130;22752119;22571805;23818133;25504890;27069924;28202786
933;NA;NA;NA;NA;15120544;16129404;16962075;18002500;18540916;19268594;20851164;21232893;22036684;23926256;25035298;25614234;26406969;28389654
934;NA;NA;NA;NA;15486425;15652323;16161166;17586869;18177843;19651151;20385471;21861986;22699900;23911258;25102420;25796342;26924620;28259800
935;NA;NA;NA;NA;15325411;16034570;16768379;17634374;18815373;19554560;19864015;21326196;22473293;23263840;24742863;25572160;27162349;28148724
936;NA;NA;NA;NA;15291722;15734349;16982202;17934459;18317744;19104454;19818807;20331494;22178441;22406758;25255048;26174294;27458913;28115192
937;NA;NA;NA;NA;15083528;15808995;16551984;17204822;18560817;19429163;21079814;21624476;22217254;24238299;24999907;25462791;27295401;27550732
938;NA;NA;NA;NA;15079088;15691520;16951585;17518929;18408152;19955434;19302005;21723948;22001266;24603657;25178268;25506752;27056754;28132813
939;NA;NA;NA;NA;14551776;15657126;16710715;17566768;17915264;19041965;20980667;21232613;22514317;24155304;24814016;25801718;27622396;27651541
940;NA;NA;NA;NA;15511653;15356184;17946878;17540453;18423837;19166944;20139013;21075129;22291992;22940284;24908493;26631641;27153979;28093278
941;NA;NA;NA;NA;15134763;15711850;17190956;17486103;18595985;19606387;20883743;21440008;22462504;23477296;23568448;25324216;27392571;28476207
942;NA;NA;NA;NA;15298784;15936503;16782137;17403573;18187518;19940182;19695810;21563260;21666132;22632811;25368170;25973923;26589804;26656728
943;NA;NA;NA;NA;15174016;16207870;16731007;17029749;18308710;19261334;20091793;21531382;21861682;22763170;25010186;26311774;26854561;27604503
944;NA;NA;NA;NA;15570175;15792893;16467275;17469913;17940084;19246474;20724290;21213193;22067289;23864675;25281887;26414774;26244278;28545066
945;NA;NA;NA;NA;15449356;16167193;16564707;16620884;18234415;19906981;21050277;21679770;22552046;23773952;23988132;25645425;26439268;28746733
946;NA;NA;NA;NA;14699419;15811242;16515410;17056232;18467558;19292755;19818409;20693230;22695257;22576840;24914005;25162472;27088781;28803868
947;NA;NA;NA;NA;14730305;16023041;16890410;17150987;18308586;20041155;20307892;21715625;21743097;23458627;23474013;25352218;27389122;27778370
948;NA;NA;NA;NA;15512926;16122945;16414278;17618423;19146350;19505799;19301996;21398177;22553012;23384606;24760977;25728693;27395392;28544942
949;NA;NA;NA;NA;15599074;16051040;16707911;17018171;18554929;19255912;20068448;21945275;22326985;23238433;24745955;25338631;26113614;28228422
950;NA;NA;NA;NA;15050782;16353365;16427323;17762708;17915262;19632299;20041475;21146553;22076870;23891965;25109567;26213335;26921778;27617867
951;NA;NA;NA;NA;15204056;15670703;16460858;17574442;18262208;19015038;21248684;21256220;22300812;23326568;25004362;25479021;26899210;28955725
952;NA;NA;NA;NA;15170852;16185668;16823591;17133383;18190502;19654592;21083897;21645415;22621260;22102377;24643163;25243993;27843700;28934666
953;NA;NA;NA;NA;15302055;16205718;16540351;17474320;17707104;19345269;19732120;21467155;22677148;23684878;25100591;26105776;27236084;28425742
954;NA;NA;NA;NA;15053955;15525806;16712583;17290371;18378266;19497374;21063144;21905803;22306196;22963856;24706817;25806864;26663662;27664826
955;NA;NA;NA;NA;15100698;15800182;16911998;18093531;18411061;19345786;19425830;21331519;23110101;23468087;23965000;25840359;27756696;27847313
956;NA;NA;NA;NA;15050780;16137258;17182773;17627848;18590353;19376239;19682583;21436044;22781874;24164144;24594855;25368371;26746181;28057489
957;NA;NA;NA;NA;14679387;15668726;16380271;16797610;18202844;18752401;19927262;21517211;22306800;23929534;24570013;26030473;26965512;28744969
958;NA;NA;NA;NA;15117397;16046064;16123207;17719745;18201124;19553381;19702470;22073209;22759999;23207513;23906265;25270984;27741285;28029198
959;NA;NA;NA;NA;15589105;15647956;16219423;17397807;18463493;19252496;20494516;21689767;22483742;23174429;24798824;26080802;27147663;27939793
960;NA;NA;NA;NA;15163677;15741464;16997576;17308976;19162644;19766936;20484684;21357881;23286053;23565239;24505303;26071256;26804333;28230169
961;NA;NA;NA;NA;15069021;15955491;16798013;17051376;18387556;19158297;21124739;21109009;22342802;23826367;24875691;26208746;27057860;28234209
962;NA;NA;NA;NA;15298780;16000632;16369788;17379747;18455372;19757919;19963000;20510371;22673875;24212672;23596190;25445156;26351993;29059301
963;NA;NA;NA;NA;14980576;15707612;16427324;17175176;18183378;19327970;20808145;21325535;21930217;23020923;25274897;26190070;26631365;27766586
964;NA;NA;NA;NA;15219596;15820638;16687157;17632014;18353688;19322649;20542670;21498405;22631623;24040262;24307559;25413603;26507705;28650517
965;NA;NA;NA;NA;15305134;17354687;16436478;17586866;18710652;19490513;20170692;21320741;22606233;22963852;24449008;26477647;26982874;28384509
966;NA;NA;NA;NA;15110032;15969909;17073982;17499164;18611446;19211876;20457911;21497488;21893681;23933483;24099845;25270364;26771250;27933668
967;NA;NA;NA;NA;15298991;15922156;16246591;18091986;18164244;18649352;20493622;21697712;22480729;23962922;23131805;25791710;26801605;28254457
968;NA;NA;NA;NA;15202668;16167185;16935007;17938125;18838362;19233234;19585587;21849560;22975148;23731741;25438976;26123297;27058281;28549234
969;NA;NA;NA;NA;14960499;15961049;16251266;17368972;18420426;19618170;20420924;20379899;22458423;22639242;24657352;25298010;27104140;27739609
970;NA;NA;NA;NA;15601600;15905031;16861011;17572075;18586109;19337363;20372169;21298563;22771785;23123681;24920615;26575291;26801604;27600363
971;NA;NA;NA;NA;15065162;15862220;16919246;17482836;18718454;20401770;19733188;21135713;22453742;22093107;24927685;24619593;27488638;27142836
972;NA;NA;NA;NA;15110002;16179021;16574079;17469200;18222708;19303257;21118983;21074583;22917986;23768913;24389016;26275927;26859775;27071949
973;NA;NA;NA;NA;15488415;15630123;16989551;17521924;19015081;19026407;20385798;21454914;21455942;23831433;24438798;25208740;27419380;29203671
974;NA;NA;NA;NA;15316570;15841675;16319374;17483451;18692209;19576992;20233646;21212322;22387166;23664841;25571558;24791753;27874098;28586147
975;NA;NA;NA;NA;15233766;15978553;17085021;16952916;18400898;19215043;20026230;21674615;22277263;23591131;25280451;25644499;27132547;28093022
976;NA;NA;NA;NA;15483116;16161128;16492400;17274022;18448634;19281500;20374203;21907479;22815523;23097342;24495795;25439393;26833919;28736170
977;NA;NA;NA;NA;15528101;15976020;16460697;16767768;18024157;18661501;20463204;21672322;22524493;23117749;24617738;26417092;27039141;28437225
978;NA;NA;NA;NA;15006647;16158460;16738250;17310866;18083602;19344775;20434937;20869454;23939437;23566889;25080285;25824306;27936900;28270937
979;NA;NA;NA;NA;15046729;15993630;16080160;16759672;17920296;19996034;20189314;20869400;22617680;23616548;24727103;25476566;27615740;28003346
980;NA;NA;NA;NA;15028641;15824377;16292741;18198715;17957704;19238107;19199423;21756925;21190759;23691185;24038870;26162239;27843692;28940969
981;NA;NA;NA;NA;15050572;15921900;17520616;17427209;18356518;19740135;20497231;20661957;22154509;23994044;26288750;26538658;27374727;28113591
982;NA;NA;NA;NA;15196684;15886020;16135781;17368914;18602934;19143805;20450898;20940222;23015444;23108273;25161824;25695644;26862057;26887812
983;NA;NA;NA;NA;15236399;15722212;16773505;17548160;18374608;19709644;20080395;21215733;22406281;23507386;24236768;25684049;27150704;27242029
984;NA;NA;NA;NA;15301747;15928068;16839300;17585888;18794529;19345734;20032242;21741443;23036041;23194816;23051897;25062837;25972116;29073111
985;NA;NA;NA;NA;15081635;16150579;16767090;17287238;18184849;18330870;20382476;21054351;22968047;22198972;25066308;25654257;26859495;28676576
986;NA;NA;NA;NA;15025055;15625099;16221928;17158560;18155927;19790053;20427649;21167584;22957019;24187291;24905116;24652858;26679479;28190516
987;NA;NA;NA;NA;15562490;15911894;16741205;17379407;18022606;19741594;22163498;20451625;22584228;23454472;24844742;26413744;26756964;28401285
988;NA;NA;NA;NA;15246485;16240930;16168473;17070707;18063560;19290745;20599810;21199958;23226567;23433223;24677530;25451474;26825440;28811367
989;NA;NA;NA;NA;15548650;15563720;16702192;17222715;18579575;19687453;19400681;21394852;21820455;25107616;25365800;25777814;27187056;28377175
990;NA;NA;NA;NA;14748208;15666409;16208316;18034695;18418253;19397862;19781648;21167287;22674280;23673251;24212006;25313658;26708773;27531626
991;NA;NA;NA;NA;15178179;15957595;16019040;17848502;18359576;19382299;20164326;20865732;22781162;23194815;24956571;26391923;25967954;28174292
992;NA;NA;NA;NA;15016098;15333610;16457786;17469914;18003884;18835075;20654698;21782901;22465168;23738149;23588185;25833968;25758671;26464476
993;NA;NA;NA;NA;15505156;16002305;16242351;16841074;18403120;19041332;19819079;21953419;22242637;23504938;24416347;25352455;27445211;28738288
994;NA;NA;NA;NA;15209454;16046149;16226349;17211439;18211246;18235425;20194686;21126590;22078646;23611864;23562703;26575986;27812129;29114072
995;NA;NA;NA;NA;15157428;16366514;16418007;16978702;18394923;19414052;20403508;21606659;22832817;22669123;23986265;26269631;27489006;27777172
996;NA;NA;NA;NA;15066273;15725432;16630832;17385077;18550387;19065146;21093773;21075105;22293039;24501698;25339740;26350725;26203050;28029355
997;NA;NA;NA;NA;15140927;15734350;16919180;17601497;18769538;19184995;19570530;21320983;22323727;23966699;24753396;25450315;26842975;27776563
998;NA;NA;NA;NA;15149300;16235874;16153860;17437282;18413706;19147695;20399796;20807052;21391282;22952277;24322820;26337735;27261979;28325901
999;NA;NA;NA;NA;14615076;15689962;16697224;16971677;18450478;19453706;20071527;21734437;21761506;24244653;24302696;25139065;27707978;28123019
1000;NA;NA;NA;NA;15241183;16189473;16585452;17400196;18392411;19429173;20044075;20667170;21972425;23325259;25447375;25433095;25648386;28244174
1001;NA;NA;NA;NA;15135937;16462131;16679504;17553991;18243317;19429079;20542548;20350179;21897444;24110963;24396006;25703340;27518327;29159055
1002;NA;NA;NA;NA;15050558;16120668;16677948;18060062;19015077;18465749;20195849;21635936;22242196;22519521;24747514;25699625;26995787;27771346
1003;NA;NA;NA;NA;15010112;15852388;16920622;17080437;18524526;19457383;20181732;21195191;22180462;23428569;24614597;26112370;27574302;28167410
1004;NA;NA;NA;NA;14574579;15734345;16826608;17511967;18485604;20477559;20714062;21655298;22849402;23735520;23685776;26030847;27210036;27870781
1005;NA;NA;NA;NA;15701226;15817169;16123763;17327215;18284352;19144851;20371815;22132136;23077059;23554497;25042348;24837479;27447790;28749544
1006;NA;NA;NA;NA;15546593;15759532;16730754;17989296;19091969;19716404;20554246;21329677;22917989;23559521;25563444;26218350;27282388;28735169
1007;NA;NA;NA;NA;14704218;16045505;16919528;17133391;18096410;19674939;20393066;21235643;21862036;23342148;24524705;26203145;27112226;28371657
1008;NA;NA;NA;NA;15327630;16395871;16516499;17589316;18396414;18996489;20203385;21509492;22306805;23800705;23969195;26559277;26973171;29162190
1009;NA;NA;NA;NA;16106645;15955475;16633015;17318490;18372293;19883494;19285144;21077147;22238630;23174430;23327933;25279725;27318216;28945780
1010;NA;NA;NA;NA;14698480;16189469;16142491;18002733;18203693;19450657;20722715;20958334;22285693;24386327;24345398;24622295;27318214;29102823
1011;NA;NA;NA;NA;14741643;16269110;17946484;18054726;18625495;19964964;20044009;21763444;22586106;23584173;24685051;26684072;25895120;28081451
1012;NA;NA;NA;NA;15601525;15647526;16140345;17709301;18063414;19382156;20194687;21437221;22802039;23860118;25409187;24904075;26917672;27798252
1013;NA;NA;NA;NA;15065263;16157283;16281284;17272671;18663302;18633826;20038434;21440419;22504114;24070130;25067816;26221573;27665526;27894890
1014;NA;NA;NA;NA;15000257;15907313;16650778;17974940;17591598;18777560;20471751;21224415;21898678;23723089;25844308;26133661;26276021;28673442
1015;NA;NA;NA;NA;15620227;15947057;16035045;17214559;18504739;19339460;20205249;21134470;22954751;22387761;24949554;26261317;26492915;28161156
1016;NA;NA;NA;NA;15135010;16262647;16142777;17320301;18829954;18984831;19619665;20805236;22677880;23738869;24920023;25155295;25989852;28473287
1017;NA;NA;NA;NA;15193603;16130090;16469438;17374912;18332073;19357789;20080981;20862617;22122779;23563228;24115765;26188122;26493748;28168599
1018;NA;NA;NA;NA;15389950;16139997;16257546;17867354;18538585;19285546;19781653;21273418;22426347;23994213;24759437;25244942;27592811;28983610
1019;NA;NA;NA;NA;15382260;16084839;16845597;18693898;18479820;19560545;19815082;21980359;22378331;22948956;24189157;25773611;26239549;28433092
1020;NA;NA;NA;NA;15275916;15643429;16872743;16926843;19015096;19182479;20221947;21997332;22155027;23440313;24581119;25384262;27812142;28906245
1021;NA;NA;NA;NA;15640749;16597801;16253524;17654580;18696057;20018709;20808026;21324775;22522735;23648965;23861087;25578034;27851821;28145518
1022;NA;NA;NA;NA;15209221;15910125;16814986;17454346;18342424;19262414;19837178;21606259;21425399;22559910;24936408;25616449;27155125;28743633
1023;NA;NA;NA;NA;15528080;15371295;16550585;17314656;19146292;19341805;20461181;22255846;22465459;23485851;24452450;25599972;27764116;27916670
1024;NA;NA;NA;NA;15143619;15826967;16033924;17589305;18759938;19410366;19925182;21818386;22434215;24080261;25378154;25416642;26948883;27323873
1025;NA;NA;NA;NA;15707793;16036149;16611179;17187593;17525984;19389143;20096793;20869846;22590626;23421569;24805076;25678549;27388149;27748961
1026;NA;NA;NA;NA;14704213;15814000;16530393;17706612;18243736;19271882;20570684;21697388;21760558;24205088;23981437;26026679;27094924;28972126
1027;NA;NA;NA;NA;15003179;16376183;16453310;17689504;18394660;18095278;19878727;21325618;22258157;23762193;24269573;25211175;26516171;27815094
1028;NA;NA;NA;NA;14668291;15734344;16827876;17507555;17638925;18987882;20829706;21094259;22569002;23747332;25093278;26163805;27225766;28267576
